BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions
NonResidential,Small- and Mid-Sized Office,The Production Network,1000 North Northlake Way,98103.0,1825049143,4,LAKE UNION,47.64866,-122.34509,1900,1.0,2,20500,0,20500,Office,Office,20500.0,None,0.0,None,0.0,48.0,198.6999969,1326178.125,0.0,1282333.0,43845.0,False,Compliant,11.27
NonResidential,Senior Care Community,Ballard Center,820 NW 95th Street,98117.0,1865400030,6,BALLARD,47.69875,-122.36725,1966,1.0,2,34636,31000,3636,"Parking, Senior Care Community",Senior Care Community,36000.0,Parking,0.0,None,0.0,3.0,561.0999756,12148720.0,0.0,3561375.0,8587344.0,False,Compliant,480.9
NonResidential,Worship Facility,Assumption Church,6215 33rd Ave. NE,98115.0,1868903240,4,NORTHEAST,47.67485,-122.29284,1930,1.0,2,25521,0,25521,Worship Facility,Worship Facility,25521.0,None,0.0,None,0.0,82.0,54.5,605186.3125,0.0,361384.0,243802.0,False,Compliant,15.47
NonResidential,K-12 School,ASB School,6220 32nd Ave. NE,98115.0,1868903240,4,NORTHEAST,47.67485,-122.29284,1986,1.0,1,23190,0,23190,K-12 School,K-12 School,23190.0,None,0.0,None,0.0,79.0,121.0999985,1705515.25,0.0,486316.0,1219199.0,False,Compliant,68.14
NonResidential,Small- and Mid-Sized Office,St. John Egan Hall,123 N. 79th St.,98103.0,1646500985,6,NORTHWEST,47.68602,-122.35674,1960,1.0,1,20678,0,20678,Office,Office,23100.0,None,0.0,None,0.0,98.0,51.29999924,770333.0,0.0,179517.0,590816.0,False,Compliant,32.63
NonResidential,K-12 School,St. John School,120 N. 79th St.,98103.0,1646501150,6,NORTHWEST,47.68642,-122.35707,1922,1.0,3,28820,0,28820,K-12 School,K-12 School,33780.0,None,0.0,None,0.0,43.0,122.8000031,2595783.5,0.0,680757.0,1915026.0,False,Compliant,106.45
NonResidential,Worship Facility,St. Paul Church & School,10001 57th Ave. S,98178.0,1686400005,2,SOUTHEAST,47.51042,-122.26277,1954,1.0,2,27876,0,27876,Worship Facility,Worship Facility,44816.0,None,0.0,None,0.0,69.0,71.40000153,1829981.375,0.0,611581.0,1218400.0,False,Compliant,68.97
SPS-District K-12,K-12 School,Queen Anne Elementary,411 Boston St.,98109.0,1689400145,7,MAGNOLIA / QUEEN ANNE,47.63796,-122.34897,1925,1.0,1,48789,0,48789,K-12 School,K-12 School,48789.0,None,0.0,None,0.0,94.0,64.69999695,1298307.625,0.0,857142.0,441165.0,False,Compliant,29.41
SPS-District K-12,K-12 School,Columbia Building,3528 Ferdinand St.,98118.0,1703400755,2,SOUTHEAST,47.55818,-122.28712,1925,1.0,1,33105,0,33105,K-12 School,K-12 School,33105.0,None,0.0,None,0.0,79.0,84.59999847,1725337.0,0.0,473807.0,1251530.0,True,Error - Correct Default Data,69.77
NonResidential,Senior Care Community,Kin On Health Care Center,4416 S Brandon St,98118.0,1704900435,2,SOUTHEAST,47.55387,-122.27875,1966,1.0,2,48882,7233,41649,"Parking, Senior Care Community",Senior Care Community,41922.0,Parking,9079.0,None,0.0,51.0,304.8999939,6782435.0,0.0,2708255.0,4074180.0,False,Compliant,235.26
NonResidential,Warehouse,NWCP-SEA Bldg E,650 S. Lucile St,98108.0,1722800145,2,GREATER DUWAMISH,47.55374,-122.32498,1977,1.0,1,22320,0,22320,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22320.0,None,0.0,None,0.0,62.0,61.79999924,439066.0,0.0,439066.0,0.0,False,Compliant,3.06
NonResidential,Other,Terreno Lucile,637 S LUCILE ST,98108.0,1722800223,2,GREATER DUWAMISH,47.55297,-122.32472,1976,1.0,1,47105,0,47105,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,45320.0,None,0.0,None,0.0,89.0,432.3999939,10234721.0,0.0,4233850.0,6000871.0,False,Compliant,348.22
NonResidential,Small- and Mid-Sized Office,The Hathaway Building,5506 6th Ave S.,98108.0,1722800285,2,GREATER DUWAMISH,47.55316,-122.32616,1982,1.0,2,40029,0,40029,"Non-Refrigerated Warehouse, Office",Office,31800.0,Non-Refrigerated Warehouse,8200.0,None,0.0,69.0,115.5,1471914.25,0.0,1471914.0,0.0,False,Compliant,10.26
NonResidential,Small- and Mid-Sized Office,Building R,650 South Orcas Street,98108.0,1722800585,2,GREATER DUWAMISH,47.55196,-122.32518,1970,1.0,2,28304,0,28304,Office,Office,27185.0,None,0.0,None,0.0,67.0,146.6000061,1269367.5,0.0,1269367.0,0.0,False,Compliant,8.85
NonResidential,Other,Building Q,670 South Orcas Street,98108.0,1722800620,2,GREATER DUWAMISH,47.55168,-122.32459,1970,1.0,1,26400,0,26400,"Non-Refrigerated Warehouse, Other - Recreation",Other - Recreation,20560.0,Non-Refrigerated Warehouse,7200.0,None,0.0,89.0,51.20000076,452612.5,0.0,452612.0,0.0,False,Compliant,3.16
NonResidential,Warehouse,Orcas Maintenance Shop,707 S Orcas St,98108.0,1722800985,2,GREATER DUWAMISH,47.55049,-122.32382,1968,1.0,1,27680,0,27680,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25000.0,Office,2680.0,None,0.0,60.0,116.0,1778432.0,0.0,642420.0,1136012.0,False,Compliant,64.81
NonResidential,Small- and Mid-Sized Office,Building P,5700 Sixth Avenue South,98108.0,1722801079,2,GREATER DUWAMISH,47.55145,-122.32635,1969,1.0,2,25872,0,25872,"Non-Refrigerated Warehouse, Office",Office,23272.0,Non-Refrigerated Warehouse,2600.0,None,0.0,73.0,158.5,1787119.0,0.0,1064725.0,722394.0,False,Compliant,45.79
NonResidential,Small- and Mid-Sized Office,Building O,655 South Orcas Street,98108.0,1722801080,2,GREATER DUWAMISH,47.55127,-122.32576,1969,1.0,2,25872,0,25872,Office,Office,24988.0,None,0.0,None,0.0,41.0,183.1999969,2399353.5,0.0,985457.0,1413896.0,False,Compliant,81.96
NonResidential,Warehouse,Building N,661 South Orcas Street,98108.0,1722801081,2,GREATER DUWAMISH,47.55127,-122.32576,1969,1.0,1,20500,0,20500,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21386.0,None,0.0,None,0.0,65.0,32.70000076,222600.0938,0.0,222600.0,0.0,False,Compliant,1.55
NonResidential,Small- and Mid-Sized Office,4000 aurora building,4000 aurora ave n,98103.0,1931300585,4,LAKE UNION,47.6557,-122.34682,1958,1.0,2,21436,0,21436,Office,Office,21436.0,None,0.0,None,0.0,95.0,78.30000305,534704.0,0.0,534704.0,0.0,False,Compliant,3.73
NonResidential,Mixed Use Property,George Pocock Memorial Rowing Center,3316 Fuhrman Ave E,98102.0,1959703275,3,NORTHEAST,47.65205,-122.3218,1998,1.0,1,20233,0,20233,"Non-Refrigerated Warehouse, Office, Other",Office,7245.0,Non-Refrigerated Warehouse,6644.0,Other,6344.0,52.0,67.0,630250.125,0.0,331967.0,298283.0,False,Compliant,18.16
NonResidential,Small- and Mid-Sized Office,Fremont Space,600 N. 36th Street,98103.0,1972201005,6,LAKE UNION,47.65178,-122.351,2006,1.0,4,39926,12400,27526,"Multifamily Housing, Office, Parking, Retail Store",Office,24335.0,Parking,12400.0,Retail Store,2575.0,73.0,103.0999985,1010968.0,0.0,849654.0,161314.0,False,Compliant,14.49
NonResidential,Small- and Mid-Sized Office,Northlake Plaza,936 N 34TH ST,98103.0,1972202635,4,LAKE UNION,47.64904,-122.34609,1985,1.0,3,31417,8110,23307,"Office, Parking",Office,26295.0,Parking,12890.0,None,0.0,94.0,99.59999847,1126157.25,0.0,687472.0,438685.0,False,Compliant,28.09
NonResidential,Self-Storage Facility,Belltown Self Storage,1915 Third Ave.,98101.0,1977201055,7,DOWNTOWN,47.61179,-122.3404,1928,1.0,6,46580,0,46580,Self-Storage Facility,Self-Storage Facility,46580.0,None,0.0,None,0.0,76.0,47.90000153,710275.375,0.0,710275.0,0.0,False,Compliant,4.95
NonResidential,Retail Store,BERGMAN'S LUGGAGE,1907 3RD AVE,98101.0,1977201070,7,DOWNTOWN,47.61165,-122.34011,1916,1.0,2,25920,0,25920,Retail Store,Retail Store,25920.0,None,0.0,None,0.0,5.0,58.0,478690.0938,0.0,478690.0,0.0,False,Compliant,3.34
NonResidential,Retail Store,"SWIFTY PRINTING & DIGITAL IMAGING, INC.",2001 3RD AVENUE,98121.0,1977201135,7,DOWNTOWN,47.61236,-122.34144,1919,1.0,2,25920,0,25920,Retail Store,Retail Store,38880.0,None,0.0,None,0.0,93.0,74.0,1011667.5,0.0,867448.0,144219.0,False,Compliant,13.71
NonResidential,Hotel,Palladian Hotel,2000 Second Avenue,98121.0,1977201140,7,DOWNTOWN,47.61203,-122.34165,1910,1.0,8,61721,0,61721,Hotel,Hotel,86018.5,None,0.0,None,0.0,93.0,150.3999939,2897080.0,0.0,2534592.0,362488.0,False,Compliant,36.92
NonResidential,Small- and Mid-Sized Office,DSHS Belltown Center,2106 2nd Avenue,98121.0,1977201181,7,DOWNTOWN,47.61297,-122.34324,1919,1.0,2,25920,0,25920,Office,Office,23995.0,None,0.0,None,0.0,75.0,170.6000061,1793851.375,0.0,1057542.0,736309.0,False,Compliant,46.48
NonResidential,Small- and Mid-Sized Office,Administration - Cassel Crag,1218 Terry Ave,98101.0,1978200285,3,EAST,47.61098,-122.32766,1925,1.0,4,39760,0,39760,Office,Office,39760.0,None,0.0,None,0.0,92.0,99.09999847,2478960.0,1739620.75,512225.0,227114.0,False,Compliant,149.91
NonResidential,Other,Sunset Club,1021 University St.,98101.0,1978200290,3,EAST,47.61109,-122.32721,1920,1.0,3,30971,0,30971,Other,Other,30971.0,None,0.0,None,0.0,89.0,185.6000061,2823184.0,230989.2969,1314572.0,1277622.0,False,Compliant,94.85
NonResidential,Small- and Mid-Sized Office,Administration - Blackford Hall,1000 Seneca St,98101.0,1978200305,3,EAST,47.61063,-122.32741,1946,1.0,3,22667,0,22667,Office,Office,22667.0,None,0.0,None,0.0,1.0,367.3999939,3767135.375,1639341.375,1972293.0,155501.0,False,Compliant,148.55
NonResidential,Warehouse,Canal Building,712 N 34th St,98103.0,1972202680,6,LAKE UNION,47.64965,-122.34913,1927,1.0,2,33840,0,33840,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,18740.0,Office,13660.0,Retail Store,1440.0,60.0,146.0,2227638.25,0.0,1244691.0,982947.0,False,Compliant,60.88
NonResidential,Mixed Use Property,Fremont Court-Equinox Building,3424 Fremont Ave. N.,98103.0,1972202755,6,LAKE UNION,47.6502,-122.34959,2001,5.0,3,41827,9226,32601,"Multifamily Housing, Office, Other - Mall, Parking, Restaurant",Multifamily Housing,14273.0,Office,14128.0,Parking,9680.0,93.0,227.1000061,4193371.0,0.0,2439095.0,1754275.0,False,Compliant,110.17
NonResidential,Small- and Mid-Sized Office,The Peck Building,701 North 36th Street,98103.0,1972202940,6,LAKE UNION,47.65114,-122.34954,2001,1.0,5,33740,6010,27730,"Office, Parking, Retail Store",Office,15908.0,Retail Store,8762.0,Parking,1500.0,79.0,164.3999939,1291405.25,0.0,1291405.0,0.0,False,Compliant,9.0
NonResidential,Retail Store,Dubliner Building,3515 Fremont Ave N,98103.0,1972203060,6,LAKE UNION,47.65115,-122.35024,1911,1.0,2,20516,0,20516,"Hotel, Retail Store",Retail Store,10155.0,Hotel,8000.0,None,0.0,98.0,89.59999847,1021796.625,0.0,264984.0,756812.0,False,Compliant,42.04
NonResidential,Retail Store,The Fremont Building,3417 Fremont Ave N.,98103.0,1972203160,6,LAKE UNION,47.65019,-122.35013,1906,1.0,3,27480,0,27480,"Office, Retail Store",Retail Store,22218.0,Office,8668.0,None,0.0,88.0,123.5,1215156.25,0.0,1215156.0,0.0,False,Compliant,8.47
NonResidential,Mixed Use Property,Saturn Building,3417 Evanston Ave. N.,98103.0,1972203435,6,LAKE UNION,47.65061,-122.35159,1947,1.0,1,46958,0,46958,"Bank Branch, Bar/Nightclub, Office, Parking",Office,40313.0,Parking,33976.0,Bar/Nightclub,4579.0,95.0,104.5999985,1818868.0,0.0,1436548.0,382320.0,False,Compliant,30.32
NonResidential,Distribution Center,124N35,124 North 35th Street,98103.0,1972203870,6,LAKE UNION,47.65214,-122.356,1984,1.0,1,26532,0,26532,Distribution Center,Distribution Center,26532.0,None,0.0,None,0.0,5.0,138.3999939,1934224.25,0.0,784585.0,1149639.0,False,Compliant,66.53
NonResidential,Small- and Mid-Sized Office,FREMONT FOUNDRY,154 N 35TH ST,98103.0,1972203920,6,LAKE UNION,47.65186,-122.35531,1981,1.0,2,22388,0,22388,"Multifamily Housing, Office",Office,19600.0,Multifamily Housing,2788.0,None,0.0,73.0,69.80000305,576405.125,0.0,458439.0,117966.0,False,Compliant,9.46
NonResidential,Other,155N35,155 North 35th Street,98103.0,1972204025,6,LAKE UNION,47.65138,-122.35565,1969,1.0,1,30730,0,30730,Other,Other,30730.0,None,0.0,None,0.0,89.0,234.6999969,3050455.25,0.0,1918002.0,1132453.0,False,Compliant,73.52
NonResidential,Small- and Mid-Sized Office,Fremont West Building,123 NW 36th St,98107.0,1972204350,6,LAKE UNION,47.65297,-122.35839,1986,1.0,2,35600,0,35600,"Office, Parking",Office,36839.0,Parking,0.0,None,0.0,47.0,181.3000031,2173143.75,0.0,2104103.0,69040.0,False,Compliant,18.34
NonResidential,Worship Facility,First Free Methodist Church,58 W Dravus,98119.0,1972204965,7,MAGNOLIA / QUEEN ANNE,47.64905,-122.36055,1949,1.0,3,62000,0,62000,"Other, Worship Facility",Worship Facility,57200.0,Other,5000.0,None,0.0,81.0,40.0,1799664.125,0.0,286965.0,1512699.0,False,Compliant,82.34
NonResidential,Small- and Mid-Sized Office,101 Nickerson,101 Nickerson St,98109.0,1972205940,7,MAGNOLIA / QUEEN ANNE,47.64805,-122.35534,1981,1.0,2,23600,0,23600,Office,Office,23600.0,None,0.0,None,0.0,82.0,103.3000031,776249.0,0.0,776249.0,0.0,False,Compliant,5.41
NonResidential,Small- and Mid-Sized Office,4 Nick,4 Nickerson,98109.0,1972206360,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1986,1.0,3,40067,0,40067,Office,Office,40067.0,None,0.0,None,0.0,43.0,180.5,2303732.75,0.0,2303732.0,0.0,False,Compliant,16.06
NonResidential,Small- and Mid-Sized Office,6 Nick,6 Nickerson,98109.0,1972206390,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1989,1.0,3,26419,6922,19497,Office,Office,26419.0,None,0.0,None,0.0,67.0,127.8000031,1074989.0,0.0,1074989.0,0.0,False,Compliant,7.49
NonResidential,Small- and Mid-Sized Office,2 Nick,2 Nickerson,98109.0,1972206435,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1979,1.0,3,25262,0,25262,Office,Office,25262.0,None,0.0,None,0.0,54.0,158.3000031,1469556.25,0.0,1174674.0,294882.0,False,Compliant,23.85
NonResidential,Other,"Seventeen Meters, LLC",437 N 34th Street,98103.0,1972206512,6,LAKE UNION,47.64975,-122.35289,1996,0.0,3,53103,0,53103,Other,Other,38723.0,None,0.0,None,0.0,89.0,390.7000122,4877959.0,0.0,4788878.0,89080.0,False,Compliant,38.12
NonResidential,Small- and Mid-Sized Office,Canal Place - 150 Building,150 Nickerson Street,98109.0,1972206650,7,MAGNOLIA / QUEEN ANNE,47.64901,-122.35516,1980,1.0,3,34106,0,34106,Office,Office,32739.0,None,0.0,None,0.0,57.0,155.3000031,1619177.125,0.0,1619177.0,0.0,False,Compliant,11.29
NonResidential,Small- and Mid-Sized Office,Canal Place - 130 Building,130 Nickerson Street,98109.0,1972206650,7,MAGNOLIA / QUEEN ANNE,47.64934,-122.35592,1980,1.0,3,34545,0,34545,Office,Office,34545.0,None,0.0,None,0.0,29.0,210.3000031,2313979.0,0.0,2313979.0,0.0,False,Compliant,16.13
NonResidential,Small- and Mid-Sized Office,Canal Place Office Park,180 & 192 Nickerson St,98109.0,1972206670,7,MAGNOLIA / QUEEN ANNE,47.64865,-122.35435,1980,1.0,3,70296,0,70296,Office,Office,70296.0,None,0.0,None,0.0,86.0,124.3000031,2782066.5,0.0,2782066.0,0.0,False,Compliant,19.39
NonResidential,Small- and Mid-Sized Office,Union Trust Annex,117 S. Main,98104.0,5247800365,7,DOWNTOWN,47.59979,-122.33339,1902,1.0,4,27838,0,27838,Office,Office,27838.0,None,0.0,None,0.0,77.0,137.3000031,1217509.125,0.0,1217509.0,0.0,False,Compliant,8.49
NonResidential,Distribution Center,Alaska Marine Lines,5615 W Marginal Way SW,98106.0,1924049081,1,DELRIDGE,47.55105,-122.34695,1971,2.0,2,28368,0,28368,"Distribution Center, Office",Distribution Center,35300.0,Office,9408.0,None,0.0,56.0,113.0999985,1856230.625,0.0,1486130.0,370100.0,False,Compliant,30.02
NonResidential,Other,Stone Avenue Building,13100 Stone Avenue North,98133.0,1926049122,5,NORTHWEST,47.72471,-122.3412,1964,1.0,2,92080,0,92080,Other,Other,92129.0,None,0.0,None,0.0,89.0,130.8999939,5155090.5,0.0,3179345.0,1975745.0,False,Compliant,127.1
NonResidential,Other,Granite Curling Club,1440 N 128th St,98133.0,1926049180,5,NORTHWEST,47.72288,-122.34065,1961,1.0,1,20236,0,20236,Other - Recreation,Other - Recreation,20236.0,None,0.0,None,0.0,89.0,224.6000061,1965182.25,0.0,1187424.0,777758.0,False,Compliant,49.58
NonResidential,Small- and Mid-Sized Office,"Cochran, Inc",12500 Aurora Avenue North,98133.0,1926049190,5,NORTHWEST,47.72004,-122.34418,1951,1.0,2,39815,0,39815,"Non-Refrigerated Warehouse, Office",Office,27118.0,Non-Refrigerated Warehouse,12697.0,None,0.0,62.0,132.1999969,2050601.0,0.0,1488811.0,561790.0,False,Compliant,40.22
Nonresidential COS,Other,Mary's Place (PI Bank),1155 (1157) N 130th Ave,98133.0,1926049218,5,NORTHWEST,47.72299,-122.34293,1970,1.0,4,25557,0,25557,Residential Care Facility,Residential Care Facility,25557.0,None,0.0,None,0.0,89.0,280.2000122,2280352.5,0.0,2280352.0,0.0,False,Compliant,15.9
Nonresidential COS,Other,HLF FFD VMG (A),12645 Ashworth Ave N,98133.0,1926049286,5,NORTHWEST,47.72134,-122.34102,1958,1.0,2,26994,0,26994,"Office, Other - Services",Other - Services,16243.0,Office,10751.0,None,0.0,89.0,187.8999939,3076813.25,0.0,881662.0,2195151.0,False,Compliant,122.73
NonResidential,Warehouse,Comcast,12645 Stone Ave N,98133.0,1926049290,5,NORTHWEST,47.72183,-122.34328,1972,1.0,1,48112,0,48112,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,48112.0,None,0.0,None,0.0,73.0,97.0,1485946.0,0.0,1485946.0,0.0,False,Compliant,10.36
NonResidential,Other,(ID#21221) KC Metro Transit North Facilities Maintenance,12525 STONE AVE N,98133.0,1926049293,5,NORTHWEST,47.72065,-122.34318,2009,1.0,1,20909,0,20909,"Other - Public Services, Parking",Other - Public Services,19050.0,Parking,0.0,None,0.0,89.0,141.0,1208029.25,0.0,678411.0,529618.0,False,Compliant,32.86
NonResidential,Small- and Mid-Sized Office,Laurel Building,911 N 145th,98133.0,1926049335,5,NORTHWEST,47.73387,-122.34722,2001,1.0,2,42793,16518,26275,"Office, Parking",Office,26275.0,Parking,16518.0,None,0.0,27.0,211.8000031,1772188.5,0.0,1772188.0,0.0,False,Compliant,12.35
NonResidential,Other,Fitness International North Seattle,13244 Aurora Avenue North,98133.0,1926049370,5,NORTHWEST,47.72644,-122.34338,2007,1.0,2,45000,0,45000,Other - Recreation,Other - Recreation,45000.0,None,0.0,None,0.0,89.0,276.1000061,5912066.0,0.0,2973668.0,2938397.0,False,Compliant,176.79
NonResidential,Retail Store,PETSMART 0375 (ID21236),13000 AURORA AVE N,98133.0,1926049423,5,NORTHWEST,47.72337,-122.34373,1998,1.0,1,26115,0,26115,Retail Store,Retail Store,26115.0,None,0.0,None,0.0,43.0,159.8000031,1689373.0,0.0,1148350.0,541023.0,False,Compliant,36.74
NonResidential,Worship Facility,Seattle North,5701 8th Ave N,98105.0,1928300405,4,NORTHEAST,47.6702,-122.32066,1949,1.0,1,26033,0,26033,"Parking, Worship Facility",Worship Facility,30044.0,Parking,0.0,None,0.0,78.0,63.79999924,1149140.25,0.0,340323.0,808817.0,False,Compliant,45.33
NonResidential,K-12 School,"Seattle Country Day School Bldgs 1,2 & 4",2619 4th Ave North,98109.0,1929300110,7,MAGNOLIA / QUEEN ANNE,47.64344,-122.3509,2007,1.0,4,48660,0,48660,K-12 School,K-12 School,49468.0,None,0.0,None,0.0,82.0,74.69999695,1881516.125,0.0,822509.0,1059007.0,False,Compliant,61.98
NonResidential,Senior Care Community,Queen Anne Healthcare,2717 Dexter Ave N,98109.0,1929300390,7,MAGNOLIA / QUEEN ANNE,47.6441,-122.34795,1970,1.0,2,46539,0,46539,Senior Care Community,Senior Care Community,46539.0,None,0.0,None,0.0,73.0,225.3999939,5400049.5,0.0,2306556.0,3093493.0,False,Compliant,180.38
NonResidential,Retail Store,N0030 - Patagonia/DKA,2100 First Avenue & 106 Lenora Street,98121.0,1977200735,7,DOWNTOWN,47.6123,-122.34395,1920,1.0,2,26400,0,26400,"Office, Parking, Retail Store",Retail Store,14428.0,Office,7200.0,Parking,2788.0,36.0,121.3000031,983596.0,0.0,761163.0,222433.0,False,Compliant,17.12
NonResidential,Small- and Mid-Sized Office,First & Lenora,2030 First Avenue,98121.0,1977200855,7,DOWNTOWN,47.61185,-122.3434,1918,1.0,3,38148,0,38148,"Office, Retail Store",Office,37853.0,Retail Store,12495.0,None,0.0,98.0,78.69999695,1262255.75,0.0,1262255.0,0.0,False,Compliant,8.8
NonResidential,Mixed Use Property,Rex Land Building (Block 56SE) - SEDO,401 8th Ave. North,98109.0,1988201370,7,LAKE UNION,47.62231,-122.34145,1928,1.0,2,28800,0,28800,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14400.0,Office,14400.0,None,0.0,54.0,34.79999924,456953.0,0.0,249311.0,207642.0,False,Compliant,12.77
NonResidential,Worship Facility,Church of Scientology Washington State,300 W Harrison St,98119.0,1989200520,7,MAGNOLIA / QUEEN ANNE,47.62232,-122.36101,1955,1.0,5,31945,0,31945,"Parking, Worship Facility",Worship Facility,31945.0,Parking,0.0,None,0.0,4.0,177.6000061,1806468.0,0.0,1806468.0,0.0,False,Compliant,12.59
NonResidential,Small- and Mid-Sized Office,Salvation Army NW Div. HQ,111 Queen Anne Ave N,98109.0,1989200945,7,MAGNOLIA / QUEEN ANNE,47.6189,-122.35713,1985,1.0,5,85963,33055,52908,"Office, Parking",Office,52908.0,Parking,33055.0,None,0.0,43.0,265.8999939,4480961.0,0.0,4480960.0,0.0,False,Compliant,31.24
NonResidential,Retail Store,DILLER BUILDING (ID21310),1216 1st Ave.,98101.0,1974700170,7,DOWNTOWN,47.60683,-122.33771,1900,1.0,4,34680,0,34680,Retail Store,Retail Store,34680.0,None,0.0,None,0.0,92.0,82.09999847,1169949.0,0.0,774990.0,394959.0,False,Compliant,26.38
NonResidential,Worship Facility,Plymouth Congregational Church,1217 6th Ave,98101.0,1975700006,7,DOWNTOWN,47.60867,-122.33265,1968,1.0,3,75058,34510,40548,Worship Facility,Worship Facility,75058.0,None,0.0,None,0.0,24.0,107.5999985,5587347.0,0.0,1057107.0,4530240.0,False,Compliant,247.97
NonResidential,Small- and Mid-Sized Office,1518 Fifith Ave,1520 Fifth Ave,98101.0,1975700135,7,DOWNTOWN,47.61119,-122.33581,1903,1.0,3,57720,0,57720,Office,Office,25000.0,None,0.0,None,0.0,73.0,3.0,24105.5,0.0,24105.0,0.0,False,Non-Compliant,0.17
NonResidential,Retail Store,Coliseum,1506 Fifth Avenue,98101.0,1975700155,7,DOWNTOWN,47.61103,-122.33549,1915,1.0,1,36504,0,36504,Retail Store,Retail Store,16200.0,None,0.0,None,0.0,2.0,390.1000061,2100982.75,0.0,1968493.0,132489.0,False,Compliant,20.76
